,val_loss,val_acc,loss,acc,lr,experiment,epoch
0,0.969070315361023,0.7900270843505859,2.5653694140911103,0.6557583618164062,9.999999747378752e-05,0.0,0.0
1,0.8348760545253754,0.8073633575439453,0.9461705660820008,0.7813207092285156,9.999999747378752e-05,0.0,1.0
2,0.72788305580616,0.8314218139648437,0.8248896217346191,0.8030442504882812,9.999999747378752e-05,0.0,2.0
3,0.6546588551998138,0.8535243225097656,0.7353939650058746,0.82560888671875,9.999999747378752e-05,0.0,3.0
4,0.6079084330797195,0.8676608276367187,0.6772982401847839,0.8418179016113281,9.999999747378752e-05,0.0,4.0
5,0.5660368949174881,0.8754560089111328,0.636575647354126,0.8536668395996094,9.999999747378752e-05,0.0,5.0
6,0.5443325880169868,0.8823891448974609,0.6095494542121888,0.861501953125,9.999999747378752e-05,0.0,6.0
7,0.5242942246794701,0.8873284149169922,0.5873312544822693,0.8677662353515625,9.999999747378752e-05,0.0,7.0
8,0.4992962464690208,0.8898814392089843,0.5715176117420196,0.8721500244140625,9.999999747378752e-05,0.0,8.0
9,0.48383059322834016,0.8947810363769532,0.5555302203893662,0.8768031616210937,9.999999747378752e-05,0.0,9.0
10,0.46459942042827607,0.8990996551513671,0.5411049995422363,0.8805580749511719,9.999999747378752e-05,0.0,10.0
11,0.44754094660282134,0.9009196472167968,0.5277826362848281,0.8842672424316407,9.999999747378752e-05,0.0,11.0
12,0.43251142084598543,0.9042308044433593,0.5137816603183747,0.8877059020996094,9.999999747378752e-05,0.0,12.0
13,0.44143459349870684,0.9003627014160156,0.5018297091722489,0.8905382385253906,9.999999747378752e-05,0.0,13.0
14,0.425362668633461,0.9046176147460937,0.49148298645019534,0.8932067565917968,9.999999747378752e-06,0.0,14.0
15,0.4245488914847374,0.9050331878662109,0.49072500205039976,0.8934349365234375,9.999999747378752e-06,0.0,15.0
16,0.4175024065375328,0.9077101135253907,0.4876256865262985,0.8939719848632812,9.999999747378752e-06,0.0,16.0
17,0.4145802515745163,0.9079904174804687,0.48667646884918214,0.8941673583984375,9.999999747378752e-06,0.0,17.0
18,0.41946284741163253,0.9063321685791016,0.48569618272781373,0.8945177917480469,9.999999747378752e-06,0.0,18.0
19,0.42156475245952607,0.9052702331542969,0.48428172945976256,0.8947384948730469,9.999999974752427e-07,0.0,19.0
20,25.67585397720337,0.20350898742675783,25.117655838012695,0.22082479858398438,9.999999747378752e-05,1.0,0.0
21,25.69236150741577,0.2029969024658203,25.126796272277833,0.220541259765625,9.999999747378752e-05,1.0,1.0
22,25.679410305023193,0.20339866638183593,25.117234840393067,0.22083786010742187,9.999999747378752e-06,1.0,2.0
23,1.2393799996376038,0.7665231323242188,4.836346677303315,0.5469244995117187,9.999999747378752e-05,2.0,0.0
24,1.1372553849220275,0.7771379852294922,1.2561335282325745,0.7575596008300781,9.999999747378752e-05,2.0,1.0
25,1.090574904680252,0.7806471252441406,1.1633609580993651,0.7653816833496093,9.999999747378752e-05,2.0,2.0
26,1.0313404214382171,0.7836433410644531,1.1114143481254577,0.7665755615234375,9.999999747378752e-05,2.0,3.0
27,0.9911069148778915,0.786673812866211,1.0659061217308043,0.7693196716308593,9.999999747378752e-05,2.0,4.0
28,0.9535472065210342,0.7903950500488282,1.0243917143344878,0.7727816467285156,9.999999747378752e-05,2.0,5.0
29,0.9188965690135956,0.794532241821289,0.9849608657360077,0.7771459350585938,9.999999747378752e-05,2.0,6.0
30,0.8810077005624771,0.7995526885986328,0.9492920870780945,0.7810853271484375,9.999999747378752e-05,2.0,7.0
31,0.8376462280750274,0.8077891540527343,0.9071974365711212,0.7873614501953125,9.999999747378752e-05,2.0,8.0
32,0.774256312251091,0.8204632568359375,0.8599667904376984,0.7954767761230469,9.999999747378752e-05,2.0,9.0
33,0.7261300563812256,0.8317758178710938,0.8082187061309815,0.8072077941894531,9.999999747378752e-05,2.0,10.0
34,0.6826918476819992,0.8437620544433594,0.7623601796627044,0.8191869201660156,9.999999747378752e-05,2.0,11.0
35,0.6538530176877976,0.8513784027099609,0.7248262004852295,0.8298304443359374,9.999999747378752e-05,2.0,12.0
36,0.622701171040535,0.861085205078125,0.6972996678352356,0.8381276550292969,9.999999747378752e-05,2.0,13.0
37,0.6069946348667145,0.8669586944580078,0.6764244899749756,0.8446617736816406,9.999999747378752e-05,2.0,14.0
38,0.5893064427375794,0.8721436309814453,0.6566995468139648,0.8503698120117188,9.999999747378752e-05,2.0,15.0
39,0.5788414156436921,0.8753031921386719,0.6449154810905456,0.8537189636230469,9.999999747378752e-05,2.0,16.0
40,0.5652414625883102,0.8779099273681641,0.629718299150467,0.8581568908691406,9.999999747378752e-05,2.0,17.0
41,0.5563598209619522,0.8806775665283203,0.6167879333496094,0.8612780456542969,9.999999747378752e-05,2.0,18.0
42,0.5535500207543373,0.8823530578613281,0.604562200307846,0.8644412231445312,9.999999747378752e-05,2.0,19.0
43,25.693524951934815,0.2029608154296875,25.129811447143556,0.22044772338867188,9.999999747378752e-05,3.0,0.0
44,25.674046058654785,0.2035650634765625,25.14530297088623,0.2199671630859375,9.999999747378752e-05,3.0,1.0
45,25.686577072143553,0.2031763458251953,25.12444097137451,0.22061431884765625,9.999999747378752e-05,3.0,2.0
46,25.676092376708983,0.2035015869140625,25.1091985168457,0.221087158203125,9.999999747378752e-06,3.0,3.0
47,0.819535357952118,0.8062158966064453,2.2579876317977905,0.6486129150390625,9.999999747378752e-05,4.0,0.0
48,0.6309856653213501,0.8621912384033203,0.7493148980140686,0.81970849609375,9.999999747378752e-05,4.0,1.0
49,0.5536585912108422,0.8813750457763672,0.6233435070514679,0.8585116271972656,9.999999747378752e-05,4.0,2.0
50,0.49369994074106216,0.892016372680664,0.5733707301616668,0.8724263916015625,9.999999747378752e-05,4.0,3.0
51,0.4630192115902901,0.9012744903564454,0.540074799656868,0.8811910400390625,9.999999747378752e-05,4.0,4.0
52,0.44679652869701386,0.9067447662353516,0.5135644073486328,0.8876544799804688,9.999999747378752e-05,4.0,5.0
53,0.40406025111675264,0.9123471069335938,0.4899220916032791,0.8930909118652344,9.999999747378752e-05,4.0,6.0
54,0.3870959585905075,0.9178190612792969,0.47090026569366455,0.8977046813964844,9.999999747378752e-05,4.0,7.0
55,0.3715077841281891,0.9207567596435546,0.4568786653280258,0.900924072265625,9.999999747378752e-05,4.0,8.0
56,0.36920949071645737,0.9196453857421875,0.4417065041065216,0.9042030029296875,9.999999747378752e-05,4.0,9.0
57,0.3803009894490242,0.9157272338867187,0.4329111123085022,0.9061231689453125,9.999999747378752e-06,4.0,10.0
